"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Provmaterial","Provmaterial","","","",0,*,"","","","null {[]} {[]}
","Provmaterial","Det material som ett prov består av.

Kan t.ex. vara kroppsvätska, vävnad … (vad är viktigt att få med i exemplen?)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Provmaterial.bestarAvVisst","Provmaterial.bestarAvVisst","","","",0,1,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/Prov-Resurs-inom-halso--och-sjukvard {[]} {[]}
","Source attribute: består av visst","Source attribute: består av visst","","","","","","","","","",,,,,"",,,,"Provmaterial.bestarAvVisst",0,1,"",""
