"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Presentationsformat","Presentationsformat","","","",0,*,"","","","null {[]} {[]}
","Presentationsformat","Typ av filformat för svaret. 
[Så står det nu i informationsmodellen, klassen Svar, attributet ""presentationsformat"". Detta behöver knappast finnas med i begreppsmodellen.]



Dokument som innehåller den visuella presentationen av laboratoriesvaret.  
   
Men jfr projektet e-remiss, där finns bilaga:  
Dokument som kompletterar ett annat dokument och är avsett att användas tillsammans med detta.   
   
Exempelvis utdrag ur patientjournal, en bild eller liknande som biläggs remissen, eller remissvaret.  
   
Är presentation något annat än bilaga?","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Presentationsformat.harVisst","Presentationsformat.harVisst","","","",0,1,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/Remissvar-Dokument-inom-halso--och-sjukvard {[]} {[]}
","Source attribute: har visst","Source attribute: har visst","","","","","","","","","",,,,,"",,,,"Presentationsformat.harVisst",0,1,"",""
