"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FHIR-Diagnostic-Report-Status","FHIR-Diagnostic-Report-Status","","","",0,*,"","","","","FHIR Diagnostic Report Status ","Value set från FHIR som specificerar typen av provsvar
OID: 2.16.840.1.113883.4.642.3.235
http://hl7.org/fhir/ValueSet/diagnostic-report-status","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
