"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Analysutrustning-Resurs","Analysutrustning-Resurs","","","",0,*,"","","","null {[]} {[]}
","Analysutrustning : Resurs","Supporting logical model generated from gloo4.xmi (source class: Analysutrustning : Resurs).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Analysutrustning-Resurs.-id","Analysutrustning-Resurs._id","","","",0,1,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/II {[]} {[]}
","Source attribute: id; renamed from reserved FSH name 'id'","Source attribute: id; renamed from reserved FSH name 'id'","","","","","","","","","",,,,,"",,,,"Analysutrustning-Resurs._id",0,1,"",""
"Analysutrustning-Resurs.typ","Analysutrustning-Resurs.typ","","","",0,1,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/CV-CWE {[]} {[]}
","Source attribute: typ","Source attribute: typ","","","","","","","","","",,,,,"",,,,"Analysutrustning-Resurs.typ",0,1,"",""
"Analysutrustning-Resurs.beskrivning","Analysutrustning-Resurs.beskrivning","","","",0,1,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/ST {[]} {[]}
","Source attribute: beskrivning","Source attribute: beskrivning","","","","","","","","","",,,,,"",,,,"Analysutrustning-Resurs.beskrivning",0,1,"",""
"Analysutrustning-Resurs.harAnvant","Analysutrustning-Resurs.harAnvant","","","",0,*,"","","","http://example.org/fhir/xmi-to-fsh/StructureDefinition/Laboratorieanalys-Aktivitet {[]} {[]}
","Source attribute: har använt","Source attribute: har använt","","","","","","","","","",,,,,"",,,,"Analysutrustning-Resurs.harAnvant",0,*,"",""
