"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Analysgrupp-svarsgrupp","Analysgrupp-svarsgrupp","","","",0,*,"","","","null {[]} {[]}
","Analysgrupp (svarsgrupp)","Sökning på google visar att ”analysgrupp” verkar avse en grupp av personer som ska analysera något. Och ”svarsgrupp” tycks ha med telefoni att göra. Detta kanske är något informatiskt som inte behöver förklaras i en begreppsmodell? 

Eller ""Grupp av analyser utförda på ett och samma prov""? Stämmer det att det är ett och samma prov? I informationsmodellen står det att analysgrupp kan avse 0 till många prov, men i beskrivningen till klassen Analysgrupp står att denna grupperar ett antal analyser som utförs på ett prov. 

2018-03-14: Vi stryker denna i begreppsmodellen, det löser man i informationsmodellen (gruppkommentar e.d.). 

Analysgrupp  
Det kan vara ett eller flera prov. Exempel: påvisande av antikroppar mot Borrelia i både blod och cerebrospinalvätska.  
Observera att olika landsting kan ha löst detta på olika sätt. Man kan av tekniska skäl tvingas ha en analysgrupp som en enda ”vanlig” analys. Och det kan vara tvärtom: labbet hanterar analyserna som en grupp, men av tekniska skäl måste de ingående analyserna svaras ut en och en.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Analysgrupp-svarsgrupp.grupperarAnalyserSomUtfortsPaSamma","Analysgrupp-svarsgrupp.grupperarAnalyserSomUtfortsPaSamma","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Prov-Resurs-inom-halso--och-sjukvard {[]} {[]}
","Source attribute: grupperar analyser som utförts på samma","Source attribute: grupperar analyser som utförts på samma","","","","","","","","","",,,,,"",,,,"Analysgrupp-svarsgrupp.grupperarAnalyserSomUtfortsPaSamma",0,1,"",""
