"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"KV-befattning","KV-befattning","","","",0,*,"","","","","KV befattning","Innehåller ingormation om en vård- och sjukvårdspersonals befattning.

OID: 1.2.752.129.2.2.1.4","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
