"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Preliminarsvar-Dokument-inom-halso--och-sjukvard","Preliminarsvar-Dokument-inom-halso--och-sjukvard","","","",0,*,"","","","null {[]} {[]}
","Preliminärsvar : Dokument (inom hälso- och sjukvård)","Delsvar som innehåller minst ett resultat från en analys som ännu inte är avslutad.

Den remissvarsmottagande enheten ska förvänta sig ytterligare svar efter ett preliminärsvar och har fortfarande ett ansvar att bevaka detta till dess ett slutsvar har mottagits.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Preliminarsvar-Dokument-inom-halso--och-sjukvard.arEtt","Preliminarsvar-Dokument-inom-halso--och-sjukvard.arEtt","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Delsvar-Dokument-inom-halso--och-sjukvard {[]} {[]}
","Source attribute: är ett","Source attribute: är ett","","","","","","","","","",,,,,"",,,,"Preliminarsvar-Dokument-inom-halso--och-sjukvard.arEtt",0,1,"",""
