"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Laboratoriesvar-Dokument","Laboratoriesvar-Dokument","","","",0,*,"","","","null {[]} {[]}
","Laboratoriesvar : Dokument","Klassen Laboratoriesvar håller information om laboratoriesvaret.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Laboratoriesvar-Dokument.-id","Laboratoriesvar-Dokument._id","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/II {[]} {[]}
","Source attribute: id; renamed from reserved FSH name 'id'","Angivelse av identitetsbeteckning för laboratoriesvaret.","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument._id",1,1,"",""
"Laboratoriesvar-Dokument.laboratorieId","Laboratoriesvar-Dokument.laboratorieId","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/II {[]} {[]}
","Source attribute: laboratorie-id","Angivelse av identitetsbeteckning för laboratoriets arbetsorder.

Benämns även som LID.","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.laboratorieId",0,1,"",""
"Laboratoriesvar-Dokument.typ","Laboratoriesvar-Dokument.typ","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/CV {[]} {[]}
","Source attribute: typ","Kod för typ av laboratoriesvar.

Preliminär/delsvar/slutsvar.","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.typ",1,1,"",""
"Laboratoriesvar-Dokument.text","Laboratoriesvar-Dokument.text","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/ST {[]} {[]}
","Source attribute: text","Angivelse av utlåtande eller kommentar avseende laboratoriesvaret.","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.text",0,1,"",""
"Laboratoriesvar-Dokument.svarstidpunkt","Laboratoriesvar-Dokument.svarstidpunkt","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/TS {[]} {[]}
","Source attribute: svarstidpunkt","Angivelse av den tidpunkt då laboratoriesvaret skapades.","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.svarstidpunkt",1,1,"",""
"Laboratoriesvar-Dokument.arAnsvarigForInnehalletI","Laboratoriesvar-Dokument.arAnsvarigForInnehalletI","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Organisatorisk-enhet-Organisatorisk-enhet {[]} {[]}
","Source attribute: är ansvarig för innehållet i","Source attribute: är ansvarig för innehållet i","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.arAnsvarigForInnehalletI",1,1,"",""
"Laboratoriesvar-Dokument.harSvarsmottagande","Laboratoriesvar-Dokument.harSvarsmottagande","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Organisatorisk-enhet-Organisatorisk-enhet {[]} {[]}
","Source attribute: har svarsmottagande","Source attribute: har svarsmottagande","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.harSvarsmottagande",1,1,"",""
"Laboratoriesvar-Dokument.bestarAv","Laboratoriesvar-Dokument.bestarAv","","","",0,*,"","","","http://example.org/fhir/gloo4/StructureDefinition/Analysgrupp {[]} {[]}
","Source attribute: består av","Source attribute: består av","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.bestarAv",0,*,"",""
"Laboratoriesvar-Dokument.avser","Laboratoriesvar-Dokument.avser","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Patient-Patient {[]} {[]}
","Source attribute: avser","Source attribute: avser","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.avser",1,1,"",""
"Laboratoriesvar-Dokument.harMottgares","Laboratoriesvar-Dokument.harMottgares","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Signering-Deltagande {[]} {[]}
","Source attribute: har mottgares","Source attribute: har mottgares","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.harMottgares",0,1,"",""
"Laboratoriesvar-Dokument.harAnsvarigs","Laboratoriesvar-Dokument.harAnsvarigs","","","",0,*,"","","","http://example.org/fhir/gloo4/StructureDefinition/Signering-Deltagande {[]} {[]}
","Source attribute: har ansvarigs","Source attribute: har ansvarigs","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.harAnsvarigs",0,*,"",""
"Laboratoriesvar-Dokument.innehaller","Laboratoriesvar-Dokument.innehaller","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Kontaktinformation {[]} {[]}
","Source attribute: innehåller","Source attribute: innehåller","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.innehaller",0,1,"",""
"Laboratoriesvar-Dokument.harMedicinsktAnsvarig","Laboratoriesvar-Dokument.harMedicinsktAnsvarig","","","",1,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Halso--och-sjukvardspersonal-Halso--och-sjukvardsperson {[]} {[]}
","Source attribute: har medicinskt ansvarig","Source attribute: har medicinskt ansvarig","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.harMedicinsktAnsvarig",1,1,"",""
"Laboratoriesvar-Dokument.besvarar","Laboratoriesvar-Dokument.besvarar","","","",0,1,"","","","http://example.org/fhir/gloo4/StructureDefinition/Remiss-Dokument {[]} {[]}
","Source attribute: besvarar","Source attribute: besvarar","","","","","","","","","",,,,,"",,,,"Laboratoriesvar-Dokument.besvarar",0,1,"",""
